TransactionID,Date,Product,Category,Region,CustomerID,Quantity,UnitPrice,PaymentMethod,Discount,ShippingCost,TotalAmount
10051,2024-08-23,Keyboard,Accessories,East,1795,2,469.98,PayPal,15.0,33.78,832.75
10052,2023-11-12,Mouse,Accessories,South,1495,7,1049.19,PayPal,10.0,18.44,6628.34
10053,2023-01-14,Tablet,Audio,South,1899,9,174.0,Debit Card,0.0,8.68,1574.68
10054,2023-08-30,Camera,Electronics,North,1424,7,1795.12,Credit Card,15.0,22.66,10703.62
10055,2023-12-12,Printer,Office,Central,3747,5,1960.88,Debit Card,15.0,38.12,8371.86
10056,2024-07-18,Mouse,Accessories,North,3065,6,335.27,PayPal,10.0,3.83,1814.29
10057,2023-12-06,Monitor,Accessories,East,2982,4,626.78,Cash,20.0,3.55,2009.25
10058,2023-04-02,Headphones,Electronics,East,2468,7,80.96,Cash,5.0,15.91,554.29
10059,2024-01-02,Speaker,Electronics,South,4632,1,1584.58,Debit Card,20.0,20.75,1288.41
10060,2024-03-30,Camera,Accessories,East,4630,4,657.36,PayPal,0.0,10.82,2640.26
10061,2024-03-03,Mouse,Accessories,Central,3674,3,1198.23,Bank Transfer,15.0,1.35,3056.84
10062,2024-05-23,Mouse,Electronics,West,4110,4,126.48,PayPal,15.0,10.98,441.01
10063,2023-02-04,Speaker,Electronics,East,4800,1,1445.15,Debit Card,0.0,21.77,1466.92
10064,2023-07-25,Keyboard,Electronics,North,2233,2,1082.34,PayPal,5.0,3.97,2060.42
10065,2023-03-22,Tablet,Electronics,Central,2797,9,1463.71,Cash,15.0,35.79,11233.17
10066,2024-07-15,Tablet,Electronics,East,3258,7,1589.65,Bank Transfer,20.0,27.61,8929.65
10067,2024-01-23,Mouse,Audio,East,1564,6,224.02,Debit Card,0.0,21.72,1365.84
10068,2023-01-02,Phone,Electronics,Central,4019,2,1177.28,Debit Card,15.0,25.94,2027.32
10069,2024-01-25,Mouse,Electronics,East,2304,1,1317.39,Credit Card,20.0,,1086.7
10070,2024-07-19,Mouse,Electronics,West,4938,2,1057.6,Bank Transfer,0.0,49.74,2164.94
10071,2023-04-16,Speaker,Accessories,South,2856,7,405.7,Debit Card,0.0,38.76,2878.66
10072,2024-04-21,Headphones,Electronics,Central,1132,2,1601.41,PayPal,0.0,27.02,3229.84
10073,2024-12-03,Speaker,Audio,North,1448,3,1995.04,PayPal,,38.53,5724.39
10074,2024-02-06,Camera,Accessories,East,3311,8,1940.08,PayPal,0.0,23.76,15544.4
10075,2024-12-30,Mouse,Electronics,South,2830,7,1566.18,PayPal,10.0,15.55,9882.48
10076,2024-07-09,Tablet,Electronics,North,3158,9,865.31,Debit Card,10.0,,7022.11
10077,2023-06-11,Printer,Electronics,North,4626,4,707.74,Cash,0.0,19.97,2850.93
10078,2023-07-21,Tablet,Electronics,West,1849,7,183.66,Bank Transfer,15.0,0.11,1092.89
10079,2023-09-27,Laptop,Electronics,South,2261,1,861.76,PayPal,10.0,8.85,784.43
10080,2023-09-28,Keyboard,Accessories,Central,4962,2,354.29,Debit Card,20.0,6.33,573.19
10081,2024-03-31,Monitor,Audio,South,2480,7,545.95,Debit Card,20.0,48.02,3105.34
10082,2024-04-06,Camera,Electronics,South,1900,2,1789.18,PayPal,15.0,3.24,3044.85
10083,2024-12-27,Camera,Office,North,1758,6,1938.62,Credit Card,20.0,25.05,9330.43
10084,2023-09-09,Keyboard,Electronics,West,2539,9,1899.69,Debit Card,15.0,,14578.62
10085,2024-12-02,Printer,Office,West,2899,5,427.04,Bank Transfer,20.0,30.38,1738.54
10086,2023-10-23,Monitor,Accessories,South,3908,7,1806.74,Bank Transfer,,24.76,12671.94
10087,2024-12-25,Headphones,Audio,South,3944,1,325.94,Credit Card,20.0,37.15,297.9
10088,2024-12-20,Mouse,Audio,East,1861,8,1039.94,Debit Card,0.0,17.67,8337.19
10089,2023-12-04,Monitor,Electronics,North,2847,9,1305.14,Credit Card,20.0,9.69,9406.7
10090,2023-02-22,Printer,Electronics,Central,4244,5,951.81,Debit Card,20.0,42.36,3849.6
10091,2023-08-05,Phone,Electronics,Central,3240,6,1906.08,Debit Card,20.0,2.83,9152.01
10092,2023-07-07,Laptop,Accessories,West,1514,8,699.76,Credit Card,,40.39,5638.47
10093,2024-01-15,Monitor,Electronics,North,3837,4,1078.39,Cash,20.0,5.17,3456.02
10094,2024-05-07,Monitor,Electronics,West,1967,2,197.13,PayPal,20.0,31.28,346.69
10095,2023-02-10,Laptop,Electronics,Central,2591,8,1711.84,PayPal,5.0,23.85,13033.83
10096,2023-06-06,Mouse,Audio,South,4857,2,856.06,PayPal,0.0,49.93,1762.05
10097,2023-01-15,Monitor,Accessories,North,4480,5,1416.04,Credit Card,10.0,19.4,6391.58
10098,2023-03-06,Laptop,Electronics,North,4759,6,1380.38,Debit Card,15.0,47.86,7087.8
10099,2024-06-04,Laptop,Audio,East,4699,5,1368.71,Debit Card,5.0,20.19,6521.56
10100,2023-12-10,Laptop,Accessories,South,1083,6,1038.53,Bank Transfer,20.0,34.09,5019.03
10101,2023-05-09,Speaker,Electronics,South,4742,6,591.16,Debit Card,10.0,32.18,3224.44
10102,2024-10-09,Printer,Accessories,West,1797,3,1268.93,Cash,10.0,4.32,3430.43
10103,2024-04-16,Speaker,Accessories,North,3127,3,1925.49,PayPal,20.0,37.17,4658.35
10104,2023-03-04,Phone,Accessories,West,2601,9,1676.2,Cash,20.0,10.43,12079.07
10105,2023-05-19,Headphones,Electronics,South,4280,3,262.1,PayPal,5.0,19.42,766.4
10106,2024-05-13,Speaker,Accessories,East,1521,3,95.22,Credit Card,0.0,39.11,324.77
10107,2024-08-15,Speaker,Electronics,North,2222,2,1022.99,Cash,5.0,47.22,1990.9
10108,2024-01-27,Printer,Audio,South,2594,7,1562.87,Debit Card,0.0,27.99,10968.08
10109,2024-11-05,Headphones,Audio,East,1233,4,662.11,PayPal,10.0,25.97,2409.57
10110,2024-02-23,Keyboard,Accessories,Central,2842,1,1417.41,Bank Transfer,15.0,25.25,1230.05
10111,2023-10-16,Laptop,Electronics,South,3291,6,1867.25,Cash,20.0,40.83,9003.63
10112,2024-01-14,Camera,Electronics,Central,4962,5,945.02,Credit Card,5.0,49.66,4538.5
10113,2024-05-04,Headphones,Electronics,West,2416,2,526.11,Bank Transfer,10.0,31.68,978.68
10114,2023-08-19,Phone,Electronics,Central,2589,6,1839.63,Credit Card,5.0,18.93,10504.82
10115,2023-02-10,Mouse,Electronics,South,2469,1,970.91,PayPal,0.0,10.93,981.84
10116,2023-01-28,Phone,Accessories,Central,3896,3,845.29,Cash,20.0,9.94,2038.64
10117,2023-05-15,Laptop,Electronics,North,1392,4,739.06,Credit Card,0.0,42.81,2999.05
10118,2023-07-20,Headphones,Audio,South,1008,3,874.88,Bank Transfer,0.0,49.62,2674.26
10119,2023-02-02,Phone,Electronics,East,1612,6,1363.63,Bank Transfer,0.0,34.9,8216.68
10120,2023-02-17,Phone,Electronics,Central,2943,4,895.75,Debit Card,10.0,47.79,3272.49
10121,2024-05-17,Keyboard,Electronics,North,3854,1,682.24,Credit Card,20.0,17.5,563.29
10122,2024-02-11,Keyboard,Electronics,West,1714,5,1500.09,Cash,15.0,31.38,6406.76
10123,2024-07-27,Headphones,Audio,West,2927,5,445.79,Cash,5.0,25.58,2143.08
10124,2024-12-28,Laptop,Accessories,Central,4224,9,443.77,Debit Card,0.0,24.1,4018.03
10125,2023-04-09,Speaker,Electronics,West,1109,8,1408.05,Bank Transfer,20.0,31.62,9043.14
10126,2024-11-14,Tablet,Audio,East,1833,8,1740.08,Credit Card,5.0,15.52,13240.13
10127,2024-12-26,Monitor,Electronics,South,1265,5,520.36,Bank Transfer,20.0,32.03,2113.47
10128,2024-06-30,Camera,Electronics,North,2396,8,422.69,Credit Card,5.0,33.64,3246.08
10129,2024-09-04,Monitor,Accessories,Central,4223,7,1357.1,Credit Card,20.0,41.81,7641.57
10130,2024-04-06,Printer,Electronics,West,3031,1,1260.56,Credit Card,15.0,36.52,1108.0
10131,2024-10-04,Keyboard,Audio,South,1975,7,922.14,Bank Transfer,20.0,15.99,5179.97
10132,2023-01-05,Headphones,Audio,East,2618,8,236.93,Bank Transfer,20.0,22.54,1538.89
10133,2023-08-06,Monitor,Electronics,West,1954,3,228.98,Bank Transfer,0.0,6.02,692.96
10134,2024-05-17,Laptop,Audio,West,4486,9,1565.82,PayPal,0.0,12.86,14105.24
10135,2024-02-02,Camera,Accessories,North,3954,8,930.95,Bank Transfer,0.0,26.05,7473.65
10136,2024-01-28,Monitor,Office,East,2669,2,1723.04,Debit Card,20.0,5.04,2761.9
10137,2023-07-26,Camera,Electronics,East,2349,6,1170.73,PayPal,15.0,28.53,5999.25
10138,2023-01-15,Mouse,Electronics,Central,3719,4,1256.54,Credit Card,5.0,19.51,4794.36
10139,2024-07-07,Laptop,Electronics,North,2574,3,1871.68,Cash,0.0,1.74,5616.78
10140,2024-04-05,Tablet,Audio,Central,3223,6,371.0,PayPal,10.0,21.72,2025.12
10141,2024-11-21,Phone,Accessories,North,3572,9,1108.9,PayPal,20.0,14.06,7998.14
10142,2024-07-28,Camera,Accessories,East,4386,2,163.37,Credit Card,15.0,3.35,281.08
10143,2023-08-29,Laptop,Electronics,North,4138,5,749.9,Bank Transfer,15.0,14.67,3201.74
10144,2024-07-17,Camera,Audio,North,3999,6,338.79,Bank Transfer,0.0,14.7,2047.44
10145,2023-04-06,Camera,Accessories,North,4831,4,416.28,PayPal,0.0,17.75,1682.87
10146,2024-04-29,Speaker,Accessories,South,4624,7,1872.85,Bank Transfer,10.0,18.32,11817.28
10147,2024-02-11,Speaker,Electronics,South,4255,2,1240.83,PayPal,10.0,21.49,2254.98
10148,2023-08-19,Laptop,Electronics,East,2058,7,1789.71,Cash,0.0,4.6,12532.57
10149,2024-10-16,Speaker,Accessories,North,2957,2,914.86,Cash,5.0,0.26,1738.49
10150,2023-06-20,Printer,Electronics,East,3552,1,1215.4,Credit Card,0.0,36.8,1252.2
10151,2024-06-24,Tablet,Audio,South,1848,5,112.58,Debit Card,0.0,16.87,579.77
10152,2023-02-05,Headphones,Electronics,North,1962,2,965.53,Debit Card,15.0,30.68,1672.08
10153,2024-06-08,Laptop,Accessories,Central,2825,8,1149.91,Bank Transfer,0.0,15.35,9214.63
10154,2023-06-09,Laptop,Accessories,South,4147,8,82.72,Debit Card,0.0,49.21,710.97
10155,2024-11-29,Printer,Audio,South,3519,1,1589.5,Cash,0.0,15.77,1605.27
10156,2023-08-31,Keyboard,Electronics,South,4653,4,626.07,Credit Card,5.0,30.25,2409.32
10157,2023-03-27,Keyboard,Electronics,North,4817,9,932.35,Cash,15.0,11.0,7143.48
10158,2024-07-31,Speaker,Accessories,West,3570,5,1094.48,PayPal,20.0,25.89,4403.81
10159,2024-11-12,Headphones,Accessories,Central,3927,6,1984.78,Bank Transfer,20.0,28.97,9555.91
10160,2024-07-10,Speaker,Electronics,Central,4354,3,243.41,Bank Transfer,20.0,9.14,593.32
10161,2024-07-27,Mouse,Audio,East,4887,5,1132.8,Debit Card,20.0,6.18,4537.38
10162,2024-10-07,Mouse,Audio,North,4607,1,1084.66,PayPal,15.0,48.68,970.64
10163,2023-01-28,Phone,Audio,South,3321,8,184.37,Debit Card,0.0,44.66,1519.62
10164,2024-09-11,Mouse,Accessories,West,4610,6,1286.18,Debit Card,20.0,33.0,6206.66
10165,2024-07-09,Keyboard,Accessories,North,3101,2,609.37,Debit Card,0.0,43.05,1261.79
10166,2023-12-06,Tablet,Electronics,North,4126,4,252.35,PayPal,20.0,4.78,812.3
10167,2023-11-27,Mouse,Electronics,West,1887,4,398.35,Debit Card,5.0,36.47,1550.2
10168,2024-10-01,Speaker,Accessories,South,1744,9,1656.03,Bank Transfer,0.0,14.28,14918.55
10169,2024-05-20,Camera,Electronics,North,3324,9,253.04,Debit Card,15.0,26.97,1962.73
10170,2023-12-14,Laptop,Electronics,Central,4514,5,960.51,PayPal,5.0,38.24,4600.66
10171,2024-04-17,Tablet,Accessories,Central,3930,3,430.78,PayPal,5.0,1.67,1229.39
10172,2023-08-19,Tablet,Electronics,West,2441,1,366.52,Cash,15.0,34.74,346.28
10173,2023-07-09,Speaker,Office,South,3679,6,451.14,Debit Card,5.0,21.74,2593.24
10174,2023-08-13,Laptop,Accessories,West,2248,8,1010.93,PayPal,0.0,,8109.42
10175,2024-01-20,Keyboard,Audio,North,3617,1,513.69,Debit Card,10.0,45.36,507.68
10176,2024-01-12,Tablet,Electronics,Central,4326,1,238.63,Credit Card,10.0,42.99,257.76
10177,2023-10-10,Phone,Audio,East,1175,7,1612.73,Bank Transfer,20.0,2.88,9034.17
10178,2024-09-24,Speaker,Accessories,West,1565,7,1102.65,Bank Transfer,20.0,30.92,6205.76
10179,2024-09-19,Tablet,Office,East,4217,2,355.86,Debit Card,0.0,21.79,733.51
10180,2023-09-16,Headphones,Office,East,3818,3,969.29,Bank Transfer,15.0,5.89,2477.58
10181,2023-12-25,Laptop,Electronics,Central,2687,2,183.31,Bank Transfer,0.0,42.55,409.17
10182,2024-12-10,Mouse,Accessories,West,2408,6,1181.84,Credit Card,20.0,3.58,5676.41
10183,2024-03-31,Tablet,Electronics,East,1261,8,713.59,Bank Transfer,5.0,1.6,5424.88
10184,2024-02-15,Speaker,Audio,North,1530,8,251.88,Bank Transfer,0.0,9.88,2024.92
10185,2024-10-10,Mouse,Audio,South,2877,1,408.11,PayPal,0.0,15.17,423.28
10186,2023-11-14,Phone,Electronics,South,2394,9,724.12,Bank Transfer,15.0,3.04,5542.56
10187,2024-11-07,Mouse,Electronics,Central,2706,8,1622.49,Debit Card,20.0,32.07,10416.01
10188,2023-08-13,Headphones,Audio,West,3938,9,388.82,Bank Transfer,0.0,21.86,3521.24
10189,2023-08-22,Keyboard,Accessories,West,4975,9,263.85,Debit Card,5.0,20.61,2276.53
10190,2024-11-14,Tablet,Electronics,South,2220,6,1056.08,Bank Transfer,5.0,7.27,6026.93
10191,2024-10-25,Monitor,Audio,North,1947,3,1139.46,Debit Card,10.0,21.89,3098.43
10192,2024-01-09,Monitor,Electronics,South,1584,1,225.97,Bank Transfer,20.0,19.51,200.29
10193,2024-11-02,Mouse,Audio,South,3862,8,604.74,Debit Card,5.0,19.18,4615.2
10194,2024-08-30,Printer,Electronics,West,2620,3,562.39,Bank Transfer,15.0,10.93,1445.02
10195,2024-04-16,Laptop,Electronics,East,4355,7,413.13,Credit Card,20.0,4.72,2318.25
10196,2023-08-21,Monitor,Accessories,North,3349,6,665.49,PayPal,5.0,13.04,3806.33
10197,2024-11-22,Printer,Audio,West,2155,3,122.36,PayPal,0.0,33.36,400.44
10198,2023-04-23,Monitor,Electronics,South,4191,6,1320.52,PayPal,20.0,3.65,6342.15
10199,2024-05-11,Printer,Office,East,2751,3,1977.55,PayPal,5.0,19.12,5655.14
10200,2024-03-17,Laptop,Electronics,North,4207,9,1286.39,Credit Card,0.0,25.72,11603.23
10201,2024-07-17,Camera,Electronics,Central,3675,1,754.1,Credit Card,10.0,48.16,726.85
10202,2023-09-25,Monitor,Electronics,North,3620,8,1352.43,Bank Transfer,20.0,42.19,8697.74
10203,2024-05-24,Headphones,Accessories,North,3576,5,1164.46,Credit Card,20.0,45.83,4703.67
10204,2024-01-21,Tablet,Electronics,South,3081,4,1701.18,PayPal,5.0,41.0,6505.48
10205,2024-01-22,Printer,Electronics,South,1531,1,1262.66,Cash,10.0,29.46,1165.85
10206,2023-04-23,Tablet,Electronics,Central,2231,9,1286.45,Bank Transfer,,43.04,9884.38
10207,2024-09-04,Speaker,Office,Central,2993,9,482.25,Debit Card,5.0,28.26,4151.5
10208,2024-09-16,Speaker,Accessories,Central,2697,5,860.47,PayPal,5.0,17.89,4105.12
10209,2023-03-22,Laptop,Electronics,West,4370,9,721.61,PayPal,15.0,18.62,5538.94
10210,2024-11-29,Printer,Accessories,West,2545,9,72.28,PayPal,,28.27,581.21
10211,2023-04-23,Phone,Electronics,South,4165,7,660.9,Credit Card,15.0,40.47,3972.82
10212,2023-01-02,Speaker,Accessories,South,2437,8,997.82,Debit Card,15.0,6.68,6791.86
10213,2024-10-03,Laptop,Accessories,Central,1370,1,1219.7,Bank Transfer,15.0,1.96,1038.71
10214,2023-08-08,Speaker,Audio,West,1408,4,1872.41,PayPal,0.0,39.48,7529.12
10215,2024-07-19,Speaker,Audio,East,2406,4,516.27,Debit Card,0.0,32.38,2097.46
10216,2023-08-13,Phone,Accessories,West,4512,9,347.24,Cash,15.0,41.07,2697.46
10217,2024-01-20,Monitor,Audio,South,2901,3,1745.42,Credit Card,10.0,48.83,4761.46
10218,2024-02-07,Mouse,Accessories,West,2470,1,1886.6,PayPal,10.0,,1710.51
10219,2024-09-29,Camera,Electronics,South,4690,5,1001.51,Debit Card,15.0,9.71,4266.13
10220,2023-05-10,Speaker,Accessories,Central,1616,7,274.67,Debit Card,0.0,17.05,1939.74
10221,2023-02-22,Speaker,Accessories,Central,1070,4,996.51,PayPal,10.0,43.9,3631.34
10222,2024-11-14,Headphones,Electronics,Central,1083,9,263.41,Debit Card,0.0,0.7,2371.39
10223,2024-12-30,Camera,Electronics,East,3256,6,1772.21,Debit Card,5.0,0.53,10102.13
10224,2024-11-02,Phone,Accessories,East,1258,6,1430.89,Bank Transfer,0.0,10.84,8596.18
10225,2024-12-10,Tablet,Audio,South,4310,3,520.22,Credit Card,15.0,18.8,1345.36
10226,2024-02-20,Printer,Accessories,North,2325,5,1779.05,Bank Transfer,20.0,15.12,7131.32
10227,2023-09-04,Speaker,Office,East,4303,6,1293.91,Credit Card,15.0,41.25,6640.19
10228,2024-03-14,Mouse,Accessories,South,1931,4,1908.86,Credit Card,5.0,34.49,7288.16
10229,2023-07-22,Printer,Audio,West,3329,3,1961.94,Bank Transfer,0.0,41.89,5927.71
10230,2023-07-03,Camera,Accessories,Central,1393,5,56.4,PayPal,10.0,19.19,272.99
10231,2023-05-03,Printer,Office,Central,3465,7,284.42,Debit Card,15.0,29.79,1722.09
10232,2024-02-05,Monitor,Electronics,Central,4277,6,1116.5,Cash,10.0,25.77,6054.87
10233,2023-10-21,Speaker,Electronics,South,4335,2,1913.91,Bank Transfer,0.0,23.74,3851.56
10234,2023-10-07,Printer,Electronics,Central,2334,1,1988.76,Bank Transfer,5.0,14.41,1903.73
10235,2024-09-01,Tablet,Electronics,East,3906,5,1156.45,PayPal,15.0,35.46,4950.37
10236,2023-07-17,Tablet,Electronics,West,2929,5,388.91,Debit Card,10.0,26.2,1776.3
10237,2024-05-25,Speaker,Audio,Central,2720,6,367.95,Bank Transfer,15.0,3.93,1880.48
10238,2023-05-24,Keyboard,Accessories,South,1625,3,1539.52,Cash,15.0,0.03,3925.81
10239,2024-08-31,Tablet,Electronics,West,4150,1,1204.28,Debit Card,10.0,1.02,1084.87
10240,2023-07-20,Printer,Audio,Central,2892,4,1120.11,Bank Transfer,5.0,3.8,4260.22
10241,2023-05-04,Laptop,Accessories,North,4413,4,958.24,Bank Transfer,15.0,18.55,3276.57
10242,2023-07-06,Tablet,Audio,Central,2836,2,1464.01,Credit Card,5.0,15.28,2796.9
10243,2023-11-22,Camera,Electronics,East,1561,8,1723.21,Credit Card,5.0,7.83,13104.23
10244,2024-04-08,Keyboard,Audio,West,3879,6,640.77,Bank Transfer,0.0,25.77,3870.39
10245,2023-12-15,Printer,Electronics,East,4166,3,480.79,PayPal,10.0,48.51,1346.64
10246,2024-10-21,Phone,Audio,North,2793,1,1356.89,Credit Card,0.0,8.03,1364.92
10247,2024-02-07,Headphones,Accessories,North,1940,3,1833.73,Bank Transfer,20.0,12.53,4413.48
10248,2023-12-12,Phone,Accessories,East,4422,8,728.91,Debit Card,0.0,23.11,5854.39
10249,2024-05-25,Monitor,Audio,West,3109,4,581.27,Cash,15.0,32.04,2008.36
10250,2023-05-27,Headphones,Electronics,North,2165,3,490.92,Credit Card,15.0,30.01,1281.86
10251,2023-05-28,Monitor,Office,North,2865,4,546.26,Bank Transfer,15.0,26.06,1883.34
10252,2024-12-11,Headphones,Electronics,Central,3781,4,313.12,Credit Card,20.0,36.86,1038.84
10253,2024-05-03,Headphones,Accessories,South,2891,2,1213.72,Debit Card,5.0,42.3,2348.37
10254,2024-10-01,Laptop,Accessories,North,4182,4,597.61,PayPal,15.0,49.95,2081.82
10255,2024-07-04,Mouse,Accessories,West,2639,9,1249.14,Bank Transfer,0.0,23.28,11265.54
10256,2023-12-04,Camera,Office,West,2550,4,211.91,Debit Card,5.0,49.75,855.01
10257,2024-10-02,Phone,Electronics,Central,1781,1,275.14,Cash,0.0,36.52,311.66
10258,2024-04-17,Tablet,Audio,West,2694,1,1095.48,Bank Transfer,0.0,32.87,1128.35
10259,2023-05-31,Printer,Audio,Central,4228,1,1047.49,Cash,15.0,31.98,922.35
10260,2024-02-19,Keyboard,Accessories,North,3586,5,579.44,PayPal,0.0,45.54,2942.74
10261,2023-10-25,Camera,Audio,North,1596,6,1662.91,Bank Transfer,20.0,47.4,8029.37
10262,2024-09-02,Monitor,Office,North,3056,6,414.74,Bank Transfer,5.0,8.92,2372.94
10263,2023-09-20,Laptop,Audio,North,3323,6,753.29,Debit Card,15.0,24.67,3866.45
10264,2023-05-24,Monitor,Electronics,South,3274,9,1133.25,Credit Card,15.0,47.07,8716.43
10265,2023-12-12,Mouse,Electronics,South,3233,1,1741.06,Bank Transfer,0.0,19.11,1760.17
10266,2024-09-15,Keyboard,Electronics,North,3638,6,866.17,PayPal,0.0,11.63,5208.65
10267,2024-07-25,Laptop,Electronics,West,4287,8,827.27,Bank Transfer,10.0,5.13,5961.47
10268,2023-01-02,Monitor,Electronics,Central,3480,8,1180.1,Bank Transfer,10.0,29.86,8526.58
10269,2023-10-31,Mouse,Accessories,East,3616,3,667.56,Bank Transfer,15.0,35.01,1737.29
10270,2023-09-11,Printer,Electronics,Central,3703,5,1432.89,Bank Transfer,15.0,9.78,6099.56
10271,2024-10-13,Printer,Office,East,1355,4,534.96,PayPal,0.0,33.68,2173.52
10272,2024-03-28,Monitor,Electronics,East,3890,1,1655.23,Debit Card,20.0,44.98,1369.16
10273,2023-02-06,Camera,Accessories,North,3040,9,581.09,Credit Card,20.0,,4196.03
10274,2023-06-09,Keyboard,Electronics,East,1391,5,1985.77,PayPal,0.0,6.1,9934.95
10275,2023-01-09,Speaker,Electronics,North,1578,2,667.1,PayPal,10.0,41.77,1242.55
10276,2023-08-21,Camera,Accessories,South,4346,2,1763.71,Cash,10.0,45.82,3220.5
